Latitude,Longitude,PTrain_WSD
27.57,81.6,8.31
18.58,81.23,9.56
21.52,86.93,9.55
13.37,75.45,10.99
25.75,84.17,7.5
25.22,88.78,4.8
25.47,80.37,10.06
12.97,77.58,12.12
12.95,77.63,12.03
33.5,75.17,-0.34
23.23,87.07,6.86
23.55,74.45,13.49
15.9,80.47,10.72
18.15,74.58,11.94
28.37,79.4,8.0
21.93,86.77,8.57
25.75,71.38,15.07
22.3,73.25,16.27
22.33,73.27,16.21
33.12,75.32,-0.42
19.0,75.72,11.91
15.85,74.53,11.42
15.85,74.62,11.39
15.15,76.85,10.7
24.13,88.27,5.84
21.87,77.93,12.42
25.23,86.95,5.62
27.22,77.5,9.92
30.17,74.58,8.05
21.75,72.18,17.16
19.92,83.18,7.42
25.35,74.63,12.54
18.45,73.4,13.74
23.28,77.35,11.64
20.25,85.83,8.59
23.25,69.67,18.73
31.83,77.17,0.78
17.92,77.53,12.28
16.82,75.72,11.53
28.0,73.3,11.47
31.25,76.67,3.66
20.7,83.5,7.34
20.6,79.85,10.31
20.53,76.23,12.5
20.62,72.93,16.02
20.22,75.42,12.5
21.9,84.03,7.02
27.13,94.12,2.77
25.82,86.27,5.99
27.05,79.85,9.08
27.78,74.57,10.71
13.68,77.07,11.39
28.48,76.18,9.21
22.92,69.17,19.69
27.52,76.77,9.85
23.22,88.88,6.69
16.9,74.37,11.66
24.08,85.87,5.8
30.0,78.59,1.96
23.73,86.32,6.15
27.0,79.65,9.23
23.32,88.65,6.7
23.95,92.08,4.64
25.58,86.27,5.99
27.58,81.6,8.3
30.37,77.87,4.42
22.23,85.32,6.54
24.87,86.45,5.71
33.22,74.09,2.0
26.3,84.78,7.02
22.87,88.27,7.92
24.78,79.02,10.49
26.22,84.38,7.33
25.11,75.63,11.9
22.97,75.2,12.69
27.9,79.0,8.7
19.3,75.47,11.88
17.31,78.48,10.0
22.33,88.3,9.16
26.25,89.6,4.19
30.67,76.97,5.22
34.03,74.94,-0.41
26.97,77.08,10.08
29.89,78.61,2.95
25.42,86.32,5.96
15.25,79.47,9.83
33.66,74.01,1.55
27.82,93.9,2.03
19.73,85.22,9.46
34.05,74.75,-0.46
26.13,75.87,11.33
26.33,73.15,13.16
23.98,85.78,5.83
19.48,83.98,7.86
28.46,75.64,9.43
25.62,85.15,6.71
22.63,88.3,8.45
23.8,86.35,6.03
23.28,85.82,6.3
21.49,70.07,17.77
30.04,76.53,7.21
22.65,79.15,11.8
26.72,88.32,4.64
20.67,86.12,7.98
22.73,88.66,7.78
25.77,87.1,5.53
21.7,87.07,9.46
26.72,79.9,9.37
25.5,87.37,5.42
24.2,78.22,10.98
23.1,80.05,10.9
24.3,85.42,6.0
27.48,82.78,8.05
25.22,84.42,7.19
23.05,75.37,12.53
26.32,91.0,3.55
26.32,82.33,8.77
23.83,84.12,6.97
23.73,87.02,6.35
22.35,87.37,8.3
29.73,76.75,7.52
26.13,87.47,5.26
23.6,87.53,6.69
16.07,75.37,11.23
25.1,76.4,11.47
34.25,74.55,-0.78
26.65,85.58,6.47
14.48,79.8,10.44
21.77,72.15,16.6
30.61,76.1,6.68
34.38,73.77,-0.68
29.07,76.31,8.57
25.18,85.52,6.42
19.57,74.65,12.31
23.3,81.67,9.47
22.37,87.42,8.39
23.17,79.45,11.31
25.15,84.62,7.04
32.62,74.82,5.23
33.21,74.43,1.06
26.43,70.58,15.47
13.0,80.27,11.58
22.22,88.1,9.72
25.05,83.62,7.84
21.32,74.1,13.62
22.01,88.33,9.25
24.77,88.03,5.43
20.48,86.23,8.6
30.52,76.84,6.21
29.89,78.66,2.08
24.67,79.16,10.51
33.68,75.08,-0.24
21.93,69.77,17.99
25.58,72.67,14.07
22.87,78.22,11.41
29.82,78.72,2.86
26.25,78.25,10.19
30.56,76.21,6.69
24.4,83.58,7.57
30.27,76.03,7.14
25.65,87.13,5.55
22.95,88.55,7.46
32.94,74.39,5.03
24.07,79.08,10.81
24.18,72.03,15.45
20.45,72.88,15.92
26.8,79.25,9.55
21.67,87.35,9.57
25.7,92.02,2.01
25.28,74.67,12.54
30.19,76.63,6.97
27.14,79.75,9.1
20.62,83.35,7.39
20.9,77.6,11.8
24.27,73.38,14.12
25.55,84.87,6.92
26.05,77.37,10.62
27.07,88.2,3.52
11.68,77.13,11.25
31.28,76.25,4.23
26.7,88.48,4.65
20.43,85.98,8.4
22.13,84.8,6.78
22.68,84.55,6.64
24.63,93.77,1.6
26.05,86.98,5.51
34.4,74.32,-0.81
19.02,72.85,15.09
27.25,92.4,4.0
14.6,76.68,10.8
17.89,78.46,10.35
34.01,74.64,-0.56
26.82,94.83,1.95
27.87,96.37,1.31
32.65,74.82,5.19
24.1,92.6,3.6
34.48,74.24,-0.91
17.33,78.41,10.07
23.35,92.83,3.09
27.35,73.1,12.16
30.19,76.51,7.04
22.36,88.12,9.33
34.53,76.2,4.21
34.38,74.99,1.01
24.02,87.15,5.99
34.28,74.44,-0.81
33.6,75.02,-0.26
28.26,75.37,9.75
22.25,85.8,6.48
26.52,71.81,14.05
26.77,92.6,2.52
25.5,83.85,7.74
13.62,76.42,10.94
22.25,88.67,9.0
9.17,92.83,13.66
22.55,85.82,6.71
24.92,75.58,12.02
22.03,82.7,7.99
20.78,86.73,9.37
19.97,79.3,10.53
26.2,92.52,2.81
25.78,84.73,7.03
13.0,80.18,11.37
13.07,80.25,11.48
25.25,91.73,2.89
22.1,79.0,12.52
13.25,75.75,11.3
14.23,76.43,11.03
24.88,74.63,12.76
24.65,83.1,7.91
28.25,74.92,10.0
11.0,76.97,11.34
11.03,77.05,11.28
21.78,87.75,9.44
26.33,89.47,4.24
11.77,79.77,12.34
14.48,78.83,9.46
20.47,85.93,8.31
20.22,73.05,15.16
22.52,88.78,8.24
25.68,85.35,6.58
26.84,79.53,9.42
11.15,75.82,13.85
17.31,78.87,9.32
26.92,79.21,9.47
30.4,74.9,7.7
29.66,77.45,7.15
22.97,86.05,6.43
22.15,70.58,17.13
29.39,76.99,7.9
24.04,79.1,10.82
30.73,76.79,5.82
28.43,75.51,9.56
27.72,96.23,3.05
26.57,94.7,1.45
24.05,86.9,5.83
25.88,87.13,5.5
28.16,75.46,9.69
25.68,93.23,1.91
21.43,71.22,16.29
25.3,93.72,2.15
28.68,73.12,11.09
24.88,78.97,10.49
11.83,76.07,11.06
27.22,93.12,1.22
28.78,96.27,1.29
22.22,78.43,12.59
25.68,94.3,2.52
24.47,86.25,5.54
29.98,77.1,6.95
24.79,79.08,10.47
24.52,84.95,6.58
20.68,86.85,9.47
28.75,73.99,10.27
25.07,75.5,12.01
26.22,87.02,5.53
28.67,96.15,0.59
11.4,79.7,12.61
17.6,78.75,9.8
21.52,73.65,14.49
16.45,74.33,11.57
25.17,82.53,8.84
15.58,79.88,10.28
26.63,94.92,1.41
19.07,79.07,10.02
22.12,77.5,12.02
24.05,86.15,5.75
23.18,76.97,11.7
27.93,79.28,8.54
17.56,78.22,10.39
10.97,77.28,11.26
17.29,78.03,10.85
27.12,79.41,9.18
10.7,76.75,12.43
17.23,79.13,9.06
23.67,76.23,11.87
24.45,85.17,6.37
18.72,72.9,14.69
12.5,76.3,10.91
26.5,75.67,11.21
21.1,85.33,6.98
21.7,79.68,11.28
22.12,76.9,11.61
30.69,76.09,6.61
26.72,94.23,2.43
25.27,87.22,5.59
13.63,74.7,13.01
20.5,85.83,8.15
19.97,72.72,15.78
32.53,75.97,-0.23
24.05,84.07,7.11
23.83,79.45,10.85
26.17,85.9,6.22
27.05,88.27,5.81
25.67,78.47,10.33
24.2,72.2,15.29
30.32,78.03,3.71
24.92,84.18,7.27
16.38,73.35,13.6
23.78,86.43,5.92
22.6,75.3,12.64
12.13,78.03,10.32
32.27,76.38,0.29
26.67,77.83,10.15
26.02,89.98,4.05
26.15,89.92,4.02
22.18,88.2,9.67
27.48,95.02,3.02
21.83,87.78,9.45
20.72,70.92,17.19
22.83,74.27,13.77
17.72,83.3,9.42
24.27,87.25,5.72
23.83,73.67,14.16
21.18,81.28,9.16
23.48,87.32,6.76
22.37,69.08,19.4
26.12,92.87,2.7
29.9,78.55,2.71
32.86,74.9,4.19
17.91,78.01,10.91
24.48,71.73,15.72
30.27,80.52,7.19
32.58,74.93,5.12
26.91,79.6,9.32
26.1,90.78,3.66
24.93,92.77,3.29
24.03,84.07,7.12
20.42,72.85,15.99
26.31,79.3,9.86
30.22,74.17,8.37
34.17,74.9,-0.37
32.65,74.9,4.91
24.73,79.21,10.46
26.63,92.8,2.83
34.33,74.38,-0.81
24.02,85.55,5.91
28.45,72.5,11.89
25.33,88.32,4.97
30.75,76.15,6.49
27.9,96.3,3.14
28.02,96.23,1.23
25.75,75.38,11.81
18.25,77.1,12.62
25.74,79.16,10.21
23.13,78.68,11.3
27.98,79.42,8.46
26.17,85.0,6.86
29.73,78.47,6.05
23.43,73.75,14.55
20.03,75.03,12.29
33.13,75.98,0.12
29.86,78.64,2.37
26.92,71.37,14.19
30.66,76.83,6.06
24.6,92.83,3.44
33.27,74.55,0.93
17.65,77.47,11.88
30.58,76.82,6.2
25.98,87.13,5.49
24.42,85.98,5.71
28.93,76.17,8.85
33.53,74.22,-0.52
29.93,78.74,3.41
24.37,92.17,4.33
26.7,77.9,10.09
29.91,78.7,2.99
25.6,75.61,11.78
21.48,85.82,6.64
33.58,74.09,-0.44
26.47,92.47,2.87
19.3,75.67,11.78
22.98,71.47,16.56
22.57,70.42,18.42
23.57,76.78,11.66
32.74,74.81,5.17
24.15,78.23,11.0
28.39,75.63,9.46
28.35,75.64,9.5
16.22,73.83,12.63
27.13,94.77,2.87
26.17,93.57,1.3
17.94,78.68,10.24
20.17,84.85,7.84
27.1,79.95,9.12
26.35,89.9,3.9
27.27,93.07,1.21
32.56,74.92,5.12
24.53,84.92,6.64
12.17,76.6,10.87
15.68,74.97,11.19
34.27,74.47,-0.8
34.45,74.41,-0.85
34.39,73.79,-0.52
21.07,83.2,7.42
18.02,78.9,9.98
34.37,73.98,3.43
23.75,86.17,5.98
16.05,73.92,12.44
23.42,91.67,6.44
29.08,74.68,9.56
28.87,75.45,9.31
25.32,86.02,6.13
25.55,84.15,7.5
23.98,86.02,5.9
22.97,74.12,14.03
24.76,79.05,10.49
23.13,84.85,6.47
20.0,76.3,12.13
27.5,95.75,3.2
16.73,76.92,11.32
21.7,74.03,13.73
26.28,79.29,9.9
25.93,90.77,3.63
27.79,79.31,8.73
29.28,78.12,7.49
25.97,85.12,6.78
28.19,74.69,10.18
26.13,89.47,4.27
10.03,76.3,14.63
11.22,76.15,13.02
13.07,80.26,11.46
17.58,78.54,10.27
13.25,80.33,11.39
13.13,80.25,11.39
8.18,77.63,16.51
26.75,82.08,8.68
25.93,80.83,9.63
30.92,74.67,7.18
26.3,87.27,5.35
22.37,88.78,8.62
16.28,78.68,9.44
30.72,76.77,5.9
26.35,79.23,9.85
25.77,75.63,11.65
24.18,92.02,4.75
11.18,75.85,13.7
17.84,78.12,10.72
15.42,75.63,11.0
27.33,88.62,4.56
16.53,80.8,9.72
24.75,84.95,6.65
25.4,83.55,7.96
22.77,83.97,7.17
27.13,81.97,8.52
21.47,80.2,10.51
19.27,84.88,9.81
26.75,83.37,8.03
17.35,76.85,11.82
34.05,74.4,0.75
24.65,77.32,11.14
28.42,77.0,8.85
26.1,91.58,3.25
26.23,78.25,10.14
15.42,75.62,11.02
27.23,79.28,9.16
33.89,74.29,-0.75
24.05,76.45,11.68
25.58,76.3,11.41
15.73,75.98,11.17
16.27,76.83,11.19
23.52,74.0,14.15
20.1,84.57,8.07
9.92,77.53,12.01
34.16,74.57,-0.79
30.65,78.85,2.11
27.85,78.47,8.9
14.55,78.73,9.44
29.9,78.68,2.19
26.01,79.38,9.99
32.79,74.77,5.17
29.97,78.53,2.73
26.7,94.12,2.46
17.61,78.47,10.35
27.72,79.65,8.61
22.77,87.8,8.37
23.28,84.55,6.7
20.88,73.72,13.94
28.3,75.71,9.49
22.9,88.16,7.96
20.13,78.32,11.83
29.85,77.05,7.13
25.22,87.17,5.58
23.95,87.1,6.03
22.7,70.65,18.03
27.22,73.47,12.03
30.72,75.98,6.59
32.98,74.41,4.29
28.36,74.9,9.93
27.7,79.57,8.69
20.67,79.13,11.21
22.25,88.5,8.94
33.26,74.14,0.64
27.32,84.32,7.02
23.27,87.97,7.26
31.52,76.02,5.27
27.98,72.25,12.53
24.9,72.83,14.24
20.72,70.99,17.22
34.08,74.57,-0.51
14.97,78.25,9.42
34.1,74.58,-0.49
21.92,85.37,6.43
22.02,69.92,17.68
22.26,88.97,8.81
22.86,88.04,8.11
16.75,77.3,11.02
25.73,75.54,11.72
19.92,77.05,12.24
25.93,85.33,6.63
18.17,73.3,14.04
21.33,69.9,18.18
16.72,75.43,11.5
17.21,78.9,9.23
14.83,76.63,10.92
25.96,75.59,11.6
12.84,80.06,11.22
25.6,85.2,6.68
18.98,84.02,7.78
20.37,83.37,7.45
17.63,80.93,8.65
22.55,72.22,17.22
20.28,84.7,7.57
14.98,74.92,11.07
15.17,77.38,10.52
16.28,76.62,11.18
24.67,84.77,6.78
30.64,76.81,6.12
30.1,79.97,2.29
28.07,94.57,0.88
24.67,75.6,12.09
18.02,79.57,9.02
27.38,80.17,8.68
17.82,73.1,14.31
13.0,76.15,11.28
28.08,96.5,1.01
23.98,85.37,6.05
29.17,75.73,8.72
14.28,74.45,12.93
22.77,77.77,11.45
10.58,92.55,11.78
17.45,78.47,10.13
9.5,76.63,14.38
15.8,76.98,10.68
15.02,75.95,10.7
30.03,77.89,8.49
28.18,75.39,9.76
34.28,74.2,-0.6
13.0,75.7,11.09
33.39,74.23,-0.3
27.65,79.95,8.55
15.43,75.8,10.98
26.86,79.06,9.63
31.03,78.73,3.22
22.57,75.82,12.33
34.53,75.13,2.59
24.6,87.08,5.48
17.55,75.9,11.38
22.62,86.13,6.81
23.67,84.95,6.33
26.39,79.48,9.86
26.53,75.87,11.01
13.95,76.62,10.82
29.93,78.52,2.78
26.0,92.87,2.72
14.03,75.68,10.71
13.54,77.3,11.56
27.57,93.85,1.77
12.82,77.03,11.05
13.23,77.12,11.62
16.47,76.53,11.16
34.3,74.25,-0.94
28.78,95.88,0.38
24.53,84.02,7.29
30.17,76.54,7.05
27.68,76.45,9.43
25.05,84.63,7.03
27.6,78.05,9.29
26.27,91.37,3.41
23.83,73.03,14.85
24.77,93.9,1.52
22.72,75.8,12.32
17.69,78.87,9.7
27.16,79.27,9.21
29.84,78.75,2.16
24.68,74.13,13.27
27.68,74.07,11.17
11.57,75.6,13.63
11.77,79.38,11.59
27.24,79.44,9.09
34.65,76.02,5.83
30.1,77.75,6.3
20.13,85.15,8.43
24.28,85.17,6.15
27.33,82.7,8.14
23.2,79.95,10.94
19.08,82.03,7.87
26.82,75.8,10.71
26.9,70.92,14.61
21.05,75.57,11.96
25.35,72.62,14.22
26.53,88.72,4.54
32.67,74.83,4.57
22.82,86.18,6.84
22.82,86.18,6.81
22.88,84.13,7.3
25.08,73.08,13.94
18.2,75.2,11.75
24.53,76.17,11.74
25.45,78.58,10.36
21.92,84.08,6.98
26.3,73.02,13.27
30.55,79.57,0.88
33.19,74.15,1.92
14.53,76.35,10.91
22.23,85.65,6.46
25.48,84.42,7.27
25.05,84.08,7.44
26.2,73.94,12.59
28.88,74.07,10.07
26.72,89.88,3.3
21.73,75.15,12.47
22.47,70.07,18.78
26.1,92.73,2.83
26.38,79.19,9.86
24.92,86.22,5.96
17.61,78.88,9.63
25.55,82.32,8.95
23.63,75.13,12.69
28.05,94.18,2.18
30.64,76.05,6.69
30.8,75.82,6.64
29.28,77.42,7.68
33.98,74.27,0.83
28.06,75.28,9.9
25.1,78.8,10.39
33.78,74.07,0.31
26.21,73.07,13.34
33.34,74.21,0.46
32.6,74.87,5.21
24.43,85.52,5.92
23.1,74.15,13.97
22.17,86.63,7.79
30.03,77.83,6.45
17.74,78.47,10.45
28.33,75.68,9.5
16.33,74.78,11.39
16.43,74.68,11.44
25.38,74.3,12.78
29.8,78.65,3.02
22.52,85.63,6.28
26.13,87.62,5.19
20.78,85.72,7.68
20.82,75.97,11.81
21.85,87.92,9.56
10.95,78.08,11.15
24.32,92.0,4.53
16.95,82.23,10.28
27.07,88.47,3.64
18.33,84.13,9.94
11.73,78.97,10.94
32.4,78.25,1.74
20.27,81.48,8.6
22.67,76.73,11.69
11.83,75.33,13.47
26.43,80.37,9.41
8.08,77.5,16.56
31.33,75.33,6.35
10.92,79.83,13.05
10.07,78.8,13.05
29.7,77.03,7.29
14.78,74.13,13.12
33.0,74.9,0.32
21.62,85.58,6.62
21.32,70.32,17.35
24.98,79.92,10.22
17.25,80.15,8.78
21.83,76.37,11.79
21.82,75.62,12.1
27.9,80.8,8.1
22.08,82.15,8.65
9.95,76.27,14.77
10.23,77.47,14.02
12.95,78.3,10.77
16.7,74.23,11.7
22.53,88.33,8.64
22.65,88.45,8.21
7.22,93.73,16.82
10.75,79.35,12.52
25.15,75.85,11.79
25.18,75.9,11.75
17.55,80.63,8.62
9.53,76.6,14.31
11.25,75.78,13.76
23.4,88.52,6.67
10.4,78.67,12.29
33.58,75.5,0.99
34.42,74.3,-0.87
15.83,78.07,9.54
26.85,79.5,9.42
25.22,82.72,8.64
13.24,76.86,11.3
19.28,74.37,12.53
17.87,78.76,10.07
17.22,78.03,10.75
13.55,76.01,10.91
22.5,73.75,14.85
21.53,73.43,15.03
32.68,74.76,5.31
31.91,75.45,5.69
29.92,77.07,7.03
13.02,80.12,11.24
27.57,79.35,8.88
27.51,79.51,8.9
30.02,79.07,1.64
13.35,77.98,11.46
34.3,73.95,-0.1
34.12,74.81,-0.4
28.62,72.97,11.28
22.17,85.62,6.48
27.78,79.32,8.74
21.85,72.13,17.25
17.5,74.75,11.86
26.7,89.45,3.51
28.19,75.7,9.55
20.03,77.83,12.14
25.25,94.47,2.35
26.89,79.65,9.32
17.92,82.97,9.14
22.44,88.1,9.16
11.7,75.53,13.57
30.04,73.95,8.71
9.82,77.15,11.95
21.95,85.32,6.43
21.23,78.9,11.82
22.05,78.3,12.66
26.8,75.64,10.9
19.25,73.15,14.78
19.5,83.32,7.38
33.23,74.39,1.51
32.96,74.41,4.32
24.6,84.82,6.71
29.79,78.71,3.46
19.9,86.12,9.6
29.87,78.72,2.1
20.27,85.18,8.29
21.42,79.27,11.86
17.07,78.49,10.06
25.4,79.5,10.26
12.85,74.9,13.09
28.93,74.89,9.62
23.1,71.4,16.84
23.43,85.32,6.16
12.42,78.38,10.0
11.83,75.67,12.73
23.48,70.47,18.12
22.42,71.87,16.91
25.13,75.58,11.93
24.54,75.71,12.04
25.7,81.35,9.58
17.28,76.22,11.45
21.78,85.97,6.9
21.32,77.61,11.91
10.92,76.43,12.84
10.47,79.73,13.28
20.23,83.28,7.43
18.15,73.0,14.41
27.05,79.39,9.25
26.65,79.99,9.4
27.23,79.25,9.17
23.1,74.87,12.98
28.37,76.9,8.85
29.82,78.53,2.74
19.72,76.27,11.97
33.77,74.35,-0.16
30.66,76.84,6.05
26.18,92.73,2.31
23.32,91.32,7.09
25.05,75.0,12.39
26.49,79.19,9.95
9.18,76.55,15.38
10.98,78.23,11.3
34.45,74.29,-0.82
24.75,78.25,10.74
24.03,79.2,10.8
17.75,77.9,10.98
27.08,79.82,9.08
15.85,77.27,10.67
22.84,88.42,7.84
24.98,78.27,10.64
23.6,74.62,13.22
23.35,77.07,11.61
16.62,73.9,11.92
23.63,85.0,6.31
22.6,81.47,10.35
18.75,73.55,12.91
26.99,79.64,9.25
24.82,78.76,10.54
33.53,77.5,8.54
24.37,82.95,8.13
25.05,84.05,7.46
25.07,83.95,7.53
16.55,73.62,13.05
29.89,78.66,2.24
24.86,78.86,10.47
29.12,75.52,8.98
25.5,75.85,11.7
23.97,93.22,2.15
23.37,93.12,2.95
29.98,78.62,2.77
24.97,85.1,6.65
22.53,88.32,8.66
26.52,85.97,6.2
26.25,76.33,11.03
28.04,75.65,9.55
25.65,94.03,3.63
33.23,74.63,-0.63
20.18,85.62,8.55
28.12,74.76,10.2
25.35,75.53,11.94
18.12,73.0,14.12
21.18,71.65,16.75
25.53,86.55,5.83
26.82,70.7,14.97
21.51,77.52,13.72
22.52,79.03,12.07
21.43,78.97,11.8
13.18,80.04,10.92
27.69,79.67,8.65
17.97,78.72,10.14
16.97,78.35,10.02
34.29,74.23,-0.89
34.17,74.27,-0.68
15.2,76.22,10.65
19.83,83.73,7.45
12.46,80.1,11.84
24.53,75.65,12.08
16.75,77.78,10.41
10.08,78.75,13.02
13.93,78.27,9.82
27.69,79.65,8.65
16.1,78.3,9.41
16.03,79.95,9.98
28.23,95.0,2.53
11.15,75.97,13.45
26.75,94.83,1.33
29.54,77.49,7.29
9.23,76.87,14.59
33.5,74.83,5.57
21.43,74.43,13.29
12.71,76.95,10.83
8.77,78.1,15.68
11.73,75.88,11.07
24.38,84.53,6.78
25.85,85.6,6.43
30.4,77.95,3.47
12.48,76.87,10.85
8.37,77.0,16.44
34.1,74.65,-0.45
17.67,82.23,8.52
34.11,74.52,-0.89
18.93,77.48,12.17
9.8,76.8,12.08
17.83,73.92,12.27
23.72,85.5,6.02
23.8,81.35,9.68
12.92,74.82,13.19
26.62,89.83,3.47
24.65,79.15,10.52
29.98,78.7,3.31
24.22,84.67,6.53
23.97,87.17,6.03
17.97,78.86,9.97
27.83,79.47,8.61
16.13,76.58,11.22
9.75,76.57,14.21
11.98,75.95,11.01
24.71,79.22,10.44
24.82,85.25,6.49
16.17,76.88,11.18
32.89,74.74,5.02
24.59,79.18,10.55
34.51,76.27,6.22
23.8,80.8,10.11
26.42,87.43,5.28
13.32,77.14,11.71
24.37,87.42,5.6
23.8,86.28,6.03
12.42,92.93,9.68
26.75,80.88,9.05
30.93,75.87,6.44
30.9,75.8,6.49
25.75,93.18,2.33
34.03,74.68,-0.54
25.55,76.22,11.45
34.42,74.23,-0.88
30.38,77.81,4.78
24.5,87.13,5.55
24.58,78.88,10.61
21.7,84.67,6.61
23.27,92.47,3.42
25.2,93.3,1.59
13.7,75.67,10.76
25.58,93.77,2.53
26.77,84.98,6.92
27.23,94.12,2.8
25.18,86.08,6.1
28.33,73.2,11.39
24.37,87.2,5.69
21.85,87.22,9.02
24.17,88.27,5.82
30.72,76.25,6.47
17.44,78.54,9.94
22.22,70.23,17.81
24.11,78.98,10.89
25.47,92.8,1.98
25.5,93.12,2.43
27.75,95.92,3.4
27.03,79.39,9.26
21.72,71.38,16.08
18.03,75.33,11.7
21.08,83.4,7.35
26.35,75.57,11.37
25.3,93.43,1.95
32.8,79.18,9.95
27.32,95.9,2.39
26.03,90.17,3.99
21.55,71.35,16.25
17.18,78.71,9.65
16.17,76.52,11.17
34.0,74.92,-0.46
20.2,83.7,7.19
23.4,69.88,18.63
22.32,87.05,7.9
22.83,85.12,6.39
17.98,76.33,12.22
26.87,79.11,9.55
12.02,77.25,11.17
25.2,94.47,3.35
25.68,92.8,2.32
20.78,77.67,11.95
24.7,79.02,10.5
22.88,69.82,19.29
23.83,87.82,6.38
32.52,74.76,5.37
26.28,94.25,1.25
24.55,92.6,3.71
24.87,86.52,5.66
29.97,77.04,6.96
28.07,75.62,9.6
9.92,78.12,12.54
9.83,78.08,12.72
17.93,73.67,12.98
16.75,78.0,10.21
21.08,71.78,16.98
27.23,79.05,9.23
26.75,92.35,2.71
22.0,80.7,10.65
25.03,88.13,5.19
20.55,74.53,12.69
21.17,81.73,8.74
32.27,77.17,-0.08
22.58,80.37,10.79
22.82,69.27,19.64
12.5,76.83,10.86
12.92,74.88,12.69
12.95,74.83,13.02
16.18,81.13,10.52
27.5,77.68,9.61
12.92,92.92,9.23
18.05,78.27,10.64
12.42,75.73,11.21
29.02,77.63,7.91
11.8,77.82,10.55
22.42,87.32,8.07
8.3,73.0,17.25
28.83,78.75,7.69
15.42,73.78,13.12
26.67,84.92,6.91
30.58,78.48,1.29
29.47,79.65,3.24
18.9,72.82,15.06
19.12,72.85,15.11
30.45,78.08,1.75
29.47,77.73,7.27
26.12,85.4,6.56
12.3,76.7,10.93
11.8,76.0,11.09
27.54,79.69,8.79
24.65,84.58,6.79
15.47,79.87,10.47
20.87,84.4,7.28
13.11,80.3,11.48
9.93,78.12,12.51
16.45,77.43,10.47
22.87,87.98,8.13
24.77,77.7,10.92
24.78,78.44,10.62
28.45,76.11,9.22
26.4,89.75,3.82
24.03,78.38,11.03
22.69,88.15,8.47
21.02,73.15,15.63
25.03,87.32,5.46
19.47,82.58,7.66
26.72,92.9,2.72
10.2,76.72,13.27
26.13,85.63,6.42
28.42,73.37,11.0
24.85,83.78,7.59
24.05,78.89,10.88
21.55,74.7,12.88
17.53,78.59,10.06
26.02,79.34,9.99
15.68,75.63,10.98
27.87,79.44,8.58
12.75,79.67,10.62
13.04,80.23,11.41
16.53,75.58,11.21
19.62,74.57,12.39
27.57,79.74,8.71
30.77,79.48,5.23
17.93,78.8,10.14
25.65,75.59,11.74
17.55,73.98,12.34
19.32,74.33,12.51
23.1,80.23,10.77
26.43,92.03,3.11
17.52,75.47,11.39
18.23,73.28,14.13
20.83,78.25,11.94
22.83,85.03,6.39
30.71,76.84,5.75
22.07,88.05,9.55
17.25,78.59,9.83
9.48,76.75,14.28
